training_iteration,number_of_agents_mean,number_of_airports_mean,malfunction_rate_mean,number_of_initial_cargo_mean,dynamic_cargo_generated_mean
2138,4.0,5.0,0.0007900000000000001,6.0,4.86
2139,4.0,5.0,0.0009480000000000003,6.0,4.88
2140,4.0,5.0,0.0011850000000000003,6.0,4.91
2141,4.0,5.0,0.001343,6.0,4.93
2142,4.0,5.0,0.0015799999999999998,6.0,4.96
2143,4.0,5.0,0.0015799999999999998,6.0,4.96
2144,4.0,5.0,0.0016589999999999999,6.0,4.96
2145,4.0,5.0,0.0017379999999999997,6.0,4.97
2146,4.0,5.0,0.0019749999999999998,6.0,4.98
2147,4.0,5.0,0.002133,6.0,4.98
2148,4.0,5.0,0.002449,6.0,4.98
2149,4.0,5.0,0.002528,6.0,4.98
2150,4.0,5.0,0.0026860000000000005,6.0,4.99
2151,4.0,5.0,0.0026860000000000005,6.0,4.99
2152,4.01,5.0,0.0029230000000000007,6.0,4.99
2153,4.01,5.0,0.0029230000000000007,6.0,4.99
2154,4.02,5.0,0.0031600000000000005,6.0,4.99
2155,4.03,5.0,0.003634000000000001,6.0,4.99
2156,4.04,5.0,0.0038710000000000007,6.0,4.99
2157,4.04,5.0,0.0038710000000000007,6.0,4.99
2158,4.06,5.0,0.004187,6.0,4.99
2159,4.07,5.0,0.004345000000000001,6.0,4.99
2160,4.08,5.0,0.004502999999999999,6.0,4.99
2161,4.09,5.0,0.004660999999999999,6.0,4.99
2162,4.09,5.0,0.004660999999999999,6.0,4.99
2163,4.11,5.0,0.0049770000000000005,6.0,4.99
2164,4.12,5.0,0.005135,6.0,4.99
2165,4.14,5.0,0.005451000000000001,6.0,4.99
2166,4.15,5.0,0.005609000000000002,6.0,4.99
2167,4.2,5.0,0.006399000000000001,6.0,5.0
2168,4.21,5.0,0.006557000000000002,6.0,5.0
2169,4.21,5.0,0.006557000000000002,6.0,5.0
2170,4.23,5.0,0.006873000000000002,6.0,5.0
2171,4.24,5.0,0.0070310000000000025,6.0,5.0
2172,4.26,5.0,0.007347000000000003,6.0,5.0
2173,4.28,5.0,0.007663000000000002,6.0,5.0
2174,4.3,5.0,0.007979000000000003,6.0,5.0
2175,4.33,5.0,0.008453000000000002,6.0,5.0
2176,4.35,5.0,0.008769000000000004,6.0,5.0
2177,4.37,5.0,0.009085000000000003,6.0,5.0
2178,4.4,5.0,0.009559000000000005,6.0,5.0
2179,4.4,5.0,0.009559000000000005,6.0,5.0
2180,4.4,5.0,0.009559000000000005,6.0,5.0
2181,4.43,5.0,0.010033000000000004,6.0,5.0
2182,4.45,5.0,0.010428000000000003,6.0,5.0
2183,4.47,5.0,0.010744000000000005,6.0,5.0
2184,4.48,5.0,0.010981000000000005,6.0,5.0
2185,4.48,5.0,0.010981000000000005,6.0,5.0
2186,4.5,5.0,0.011376000000000004,6.0,5.0
2187,4.52,5.0,0.011771000000000005,6.0,4.98
2188,4.54,5.0,0.012245000000000006,6.0,4.98
2189,4.54,5.0,0.012245000000000006,6.0,4.98
2190,4.56,5.0,0.012640000000000007,6.0,4.98
2191,4.6,5.0,0.013430000000000004,6.0,4.98
2192,4.62,5.0,0.013746000000000005,6.0,4.98
2193,4.64,5.0,0.014062000000000005,6.0,4.98
2194,4.66,5.0,0.014457000000000006,6.0,4.98
2195,4.66,5.0,0.014457000000000006,6.0,4.98
2196,4.69,5.0,0.014931000000000005,6.0,4.98
2197,4.69,5.0,0.014931000000000005,6.0,4.98
2198,4.71,5.0,0.015247000000000004,6.0,4.98
2199,4.72,5.0,0.015405000000000004,6.0,4.98
2200,4.75,5.0,0.015879000000000004,6.0,4.98
2201,4.79,5.0,0.016511000000000005,6.0,4.98
2202,4.8,5.0,0.016669000000000003,6.0,4.98
2203,4.81,5.0,0.016827000000000005,6.0,4.98
2204,4.82,5.0,0.016985000000000004,6.0,4.98
2205,4.86,5.0,0.017775000000000006,6.0,5.0
2206,4.88,5.0,0.018249000000000005,6.0,5.02
2207,4.9,5.0,0.018723000000000004,6.0,5.04
2208,4.9,5.0,0.018723000000000004,6.0,5.04
2209,4.91,5.0,0.018881000000000002,6.0,5.04
2210,4.93,5.0,0.019513000000000006,6.0,5.07
2211,4.94,5.0,0.019750000000000004,6.0,5.08
2212,4.94,5.0,0.019908000000000006,6.0,5.09
2213,4.96,5.0,0.020540000000000003,6.0,5.12
2214,4.97,5.0,0.020777000000000004,6.0,5.13
2215,4.97,5.0,0.020777000000000004,6.0,5.13
2216,4.99,5.0,0.021251000000000003,6.0,5.15
2217,4.99,5.0,0.021409,6.0,5.16
2218,5.0,5.0,0.022120000000000008,6.0,5.17
2219,5.0,5.0,0.022436000000000008,6.0,5.19
2220,5.0,5.0,0.022436000000000008,6.0,5.19
2221,5.0,5.0,0.022594000000000006,6.0,5.2
2222,5.0,5.0,0.02275200000000001,6.0,5.21
2223,5.0,5.0,0.022910000000000007,6.0,5.22
2224,5.0,5.0,0.02338400000000001,6.0,5.24
2225,5.0,5.0,0.02354200000000001,6.0,5.25
2226,5.0,5.0,0.024253000000000004,6.01,5.26
2227,5.0,5.0,0.02449000000000001,6.02,5.26
2228,5.0,5.0,0.024727000000000002,6.03,5.26
2229,5.0,5.0,0.025201,6.05,5.26
2230,5.0,5.0,0.025596,6.06,5.27
2231,5.0,5.0,0.025833,6.07,5.27
2232,5.0,5.0,0.026070000000000003,6.08,5.27
2233,5.0,5.0,0.026070000000000003,6.08,5.27
2234,5.0,5.0,0.026386000000000003,6.08,5.29
2235,5.0,5.0,0.026939000000000005,6.09,5.31
2236,5.0,5.0,0.027413000000000003,6.11,5.31
2237,5.0,5.0,0.028598,6.16,5.31
2238,5.0,5.0,0.028834999999999996,6.17,5.31
2239,5.0,5.0,0.029467,6.19,5.28
2240,5.0,5.0,0.029625,6.2,5.28
2241,5.0,5.0,0.030256999999999996,6.23,5.28
2242,5.0,5.0,0.030493999999999993,6.24,5.28
2243,5.0,5.0,0.030888999999999996,6.26,5.3
2244,5.0,5.0,0.03152099999999999,6.3,5.3
2245,5.0,5.0,0.03183699999999999,6.32,5.3
2246,5.0,5.0,0.03199499999999999,6.33,5.3
2247,5.0,5.0,0.032152999999999994,6.34,5.3
2248,5.0,5.0,0.032152999999999994,6.34,5.3
2249,5.0,5.0,0.03246899999999999,6.36,5.3
2250,5.0,5.0,0.03294299999999999,6.38,5.3
2251,5.0,5.0,0.033338,6.4,5.3
2252,5.0,5.0,0.033575,6.41,5.3
2253,5.0,5.0,0.034444,6.45,5.3
2254,5.0,5.0,0.034918,6.47,5.3
2255,5.0,5.0,0.035629,6.5,5.3
2256,5.0,5.0,0.036103,6.52,5.3
2257,5.0,5.0,0.036577,6.54,5.3
2258,5.0,5.0,0.036814,6.55,5.3
2259,5.0,5.0,0.037525,6.58,5.3
2260,5.0,5.0,0.037683,6.59,5.29
2261,5.0,5.0,0.03792,6.6,5.29
2262,5.0,5.0,0.038236000000000006,6.62,5.27
2263,5.0,5.0,0.038552,6.64,5.25
2264,5.0,5.0,0.039105,6.67,5.23
2265,5.0,5.0,0.039421000000000005,6.69,5.21
2266,5.0,5.0,0.039579,6.7,5.2
2267,5.0,5.0,0.03989500000000001,6.72,5.18
2268,5.0,5.0,0.040685,6.76,5.14
2269,5.0,5.0,0.04139599999999999,6.8,5.13
2270,5.0,5.0,0.04139599999999999,6.8,5.13
2271,5.0,5.0,0.042185999999999994,6.84,5.09
2272,5.0,5.0,0.042185999999999994,6.84,5.09
2273,5.0,5.0,0.042422999999999995,6.85,5.08
2274,5.0,5.0,0.042817999999999995,6.87,5.06
2275,5.0,5.0,0.043292000000000004,6.89,5.05
2276,5.0,5.0,0.043766,6.91,5.03
2277,5.0,5.0,0.044161,6.92,5.04
2278,5.0,5.0,0.044635,6.94,5.02
2279,5.0,5.0,0.044951,6.94,5.02
2280,5.0,5.0,0.045503999999999996,6.95,5.01
2281,5.0,5.0,0.045503999999999996,6.95,5.01
2282,5.0,5.0,0.045662,6.95,5.01
2283,5.0,5.0,0.04582,6.95,5.01
2284,5.0,5.0,0.046452,6.97,4.99
2285,5.0,5.0,0.046689,6.98,4.98
2286,5.0,5.0,0.047400000000000005,6.99,4.97
2287,5.0,5.0,0.047400000000000005,6.99,4.97
2288,5.0,5.0,0.047874,6.99,4.97
2289,5.0,5.0,0.048347999999999995,6.99,4.97
2290,5.0,5.0,0.048584999999999996,7.0,5.0
2291,5.0,5.0,0.048584999999999996,7.0,5.0
2292,5.0,5.0,0.048822000000000004,7.0,5.01
2293,5.0,5.0,0.049611999999999996,7.0,5.03
2294,5.0,5.0,0.050007,7.0,5.04
2295,5.0,5.0,0.05056,7.0,5.05
2296,5.0,5.0,0.05056,7.0,5.05
2297,5.0,5.0,0.05079700000000001,7.0,5.06
2298,5.0,5.0,0.05079700000000001,7.0,5.06
2299,5.0,5.0,0.051034,7.0,5.07
2300,5.0,5.0,0.05198200000000001,7.0,5.11
2301,5.0,5.0,0.05269300000000001,7.0,5.14
2302,5.0,5.0,0.05348300000000002,7.0,5.18
2303,5.0,5.0,0.05348300000000002,7.0,5.18
2304,5.0,5.0,0.053641000000000015,7.0,5.19
2305,5.0,5.0,0.05395700000000001,7.0,5.21
2306,5.0,5.0,0.054510000000000024,7.0,5.24
2307,5.0,5.0,0.054510000000000024,7.0,5.24
2308,5.0,5.0,0.054510000000000024,7.0,5.24
2309,5.0,5.0,0.05498400000000002,7.0,5.27
2310,5.0,5.0,0.055142000000000024,7.0,5.28
2311,5.0,5.0,0.05561600000000002,7.0,5.31
2312,5.0,5.0,0.05624800000000002,7.0,5.35
2313,5.0,5.0,0.05624800000000002,7.0,5.35
2314,5.0,5.0,0.05624800000000002,7.0,5.35
2315,5.0,5.0,0.056564000000000024,7.0,5.34
2316,5.0,5.0,0.056959000000000024,7.0,5.36
2317,5.0,5.0,0.05727500000000003,7.0,5.38
2318,5.0,5.0,0.05822300000000004,7.0,5.42
2319,5.0,5.0,0.05822300000000004,7.0,5.42
2320,5.0,5.0,0.05846000000000004,7.0,5.43
2321,5.0,5.0,0.058697000000000034,7.0,5.44
2322,5.0,5.0,0.05940800000000003,7.0,5.47
2323,5.0,5.0,0.05956600000000003,7.0,5.48
2324,5.0,5.0,0.05980300000000002,7.0,5.49
2325,5.0,5.0,0.06059300000000002,7.0,5.53
2326,5.0,5.0,0.06083000000000002,7.0,5.54
2327,5.0,5.0,0.061541000000000026,7.0,5.57
2328,5.0,5.0,0.061541000000000026,7.0,5.57
2329,5.0,5.0,0.061541000000000026,7.0,5.57
2330,5.0,5.0,0.06201500000000002,7.0,5.6
2331,5.0,5.0,0.06217300000000001,7.0,5.61
2332,5.0,5.0,0.06217300000000001,7.0,5.61
2333,5.0,5.0,0.06256800000000001,7.0,5.63
2334,5.0,5.0,0.06335800000000001,7.0,5.68
2335,5.0,5.0,0.06335800000000001,7.0,5.68
2336,5.0,5.0,0.06335800000000001,7.0,5.68
2337,5.0,5.01,0.06375200000000002,7.0,5.7
2338,5.0,5.02,0.06414600000000001,7.0,5.72
2339,5.0,5.05,0.06501200000000001,7.0,5.76
2340,5.0,5.05,0.06517,7.0,5.77
2341,5.0,5.08,0.065878,7.0,5.8
2342,5.0,5.09,0.06611399999999999,7.0,5.81
2343,5.0,5.09,0.06611399999999999,7.0,5.81
2344,5.0,5.1,0.06634999999999999,7.0,5.82
2345,5.0,5.12,0.06682199999999999,7.0,5.84
2346,5.0,5.14,0.067452,7.0,5.83
2347,5.0,5.14,0.067452,7.0,5.83
2348,5.0,5.14,0.067452,7.0,5.83
2349,5.0,5.14,0.067452,7.0,5.83
2350,5.0,5.17,0.06815999999999998,7.0,5.86
2351,5.0,5.22,0.069182,7.0,5.89
2352,5.0,5.24,0.069575,7.0,5.9
2353,5.0,5.25,0.069811,7.0,5.91
2354,5.0,5.25,0.069811,7.0,5.91
2355,5.0,5.26,0.06996799999999999,7.0,5.91
2356,5.0,5.27,0.07012499999999999,7.0,5.91
2357,5.0,5.29,0.070597,7.0,5.93
2358,5.0,5.3,0.070833,7.0,5.93
2359,5.0,5.33,0.07130399999999999,7.0,5.9
2360,5.0,5.35,0.071618,7.0,5.9
2361,5.0,5.36,0.071854,7.0,5.9
2362,5.0,5.37,0.07209,7.0,5.9
2363,5.0,5.38,0.072247,7.0,5.9
2364,5.0,5.4,0.07264,7.0,5.9
2365,5.0,5.41,0.072876,7.0,5.9
2366,5.0,5.41,0.072876,7.0,5.9
2367,5.0,5.44,0.07342599999999999,7.0,5.9
2368,5.0,5.45,0.073662,7.0,5.9
2369,5.0,5.46,0.07389799999999999,7.0,5.9
2370,5.0,5.48,0.07436999999999999,7.0,5.9
2371,5.0,5.49,0.074606,7.0,5.9
2372,5.0,5.53,0.07554999999999999,7.0,5.9
2373,5.0,5.55,0.07602199999999999,7.0,5.9
2374,5.0,5.58,0.07673,7.0,5.9
2375,5.0,5.59,0.076966,7.0,5.9
2376,5.0,5.61,0.07743799999999999,7.0,5.93
2377,5.0,5.62,0.077595,7.0,5.93
2378,5.0,5.65,0.078303,7.0,5.93
2379,5.0,5.66,0.07845999999999999,7.0,5.93
2380,5.0,5.67,0.07861699999999999,7.0,5.93
2381,5.0,5.7,0.07908799999999999,7.0,5.93
2382,5.0,5.72,0.079402,7.0,5.93
2383,5.0,5.73,0.07955899999999999,7.0,5.93
2384,5.0,5.73,0.07955899999999999,7.0,5.93
2385,5.0,5.73,0.07955899999999999,7.0,5.93
2386,5.0,5.76,0.08003,7.0,5.93
2387,5.0,5.79,0.080501,7.0,5.93
2388,5.0,5.81,0.080815,7.0,5.93
2389,5.0,5.82,0.08097199999999999,7.0,5.93
2390,5.0,5.82,0.08097199999999999,7.0,5.93
2391,5.0,5.86,0.0816,7.0,5.93
2392,5.0,5.87,0.081757,7.0,5.93
2393,5.0,5.87,0.081757,7.0,5.93
2394,5.0,5.89,0.08207099999999999,7.0,5.91
2395,5.0,5.91,0.08238499999999999,7.0,5.91
2396,5.0,5.92,0.08254199999999999,7.0,5.91
2397,5.0,5.95,0.08301299999999999,7.0,5.91
2398,5.0,5.95,0.08301299999999999,7.0,5.91
2399,5.0,5.95,0.08301299999999999,7.0,5.91
2400,5.0,5.96,0.08324899999999999,7.0,5.91
2401,5.0,5.97,0.08348499999999999,7.0,5.91
2402,5.0,5.97,0.08356400000000001,7.0,5.91
2403,5.0,5.99,0.084115,7.0,5.91
2404,5.0,5.99,0.084115,7.0,5.91
2405,5.0,5.99,0.084273,7.0,5.91
2406,5.0,5.99,0.084273,7.0,5.91
2407,5.0,5.99,0.08451,7.0,5.9
2408,5.0,5.99,0.084589,7.0,5.9
2409,5.0,5.99,0.084668,7.0,5.9
2410,5.0,6.0,0.08490400000000001,7.0,5.94
2411,5.0,6.0,0.08529899999999997,7.0,5.94
2412,5.0,6.0,0.08577299999999997,7.0,5.94
2413,5.0,6.0,0.08593099999999998,7.0,5.94
2414,5.0,6.0,0.08640499999999998,7.0,5.94
2415,5.0,6.0,0.08672099999999996,7.0,5.94
2416,5.0,6.0,0.08672099999999996,7.0,5.94
2417,5.0,6.0,0.08672099999999996,7.0,5.94
2418,5.0,6.0,0.08735299999999997,7.0,5.94
2419,5.0,6.0,0.08758999999999997,7.0,5.94
2420,5.0,6.0,0.08758999999999997,7.0,5.94
2421,5.0,6.0,0.08774799999999999,7.0,5.97
2422,5.0,6.0,0.08806399999999998,7.0,5.97
2423,5.0,6.0,0.08806399999999998,7.0,5.97
2424,5.0,6.0,0.08830099999999998,7.0,5.97
2425,5.0,6.0,0.08837999999999997,7.0,5.97
2426,5.0,6.0,0.08869599999999998,7.0,5.97
2427,5.0,6.0,0.08885399999999997,7.0,5.96
2428,5.0,6.0,0.08932799999999999,7.0,5.96
2429,5.0,6.0,0.08940699999999997,7.0,5.96
2430,5.0,6.0,0.08956499999999998,7.0,5.96
2431,5.0,6.0,0.08964399999999997,7.0,5.96
2432,5.0,6.0,0.08972299999999997,7.0,5.96
2433,5.0,6.0,0.08995999999999998,7.0,5.96
2434,5.0,6.0,0.09027600000000001,7.0,5.97
2435,5.0,6.0,0.09027600000000001,7.0,5.97
2436,5.0,6.0,0.090434,7.0,5.97
2437,5.0,6.0,0.09059199999999999,7.0,5.97
2438,5.0,6.0,0.09082900000000001,7.0,5.98
2439,5.0,6.0,0.09114500000000002,7.0,6.0
2440,5.0,6.0,0.09130300000000002,7.0,6.0
2441,5.0,6.0,0.091461,7.0,6.01
2442,5.0,6.0,0.091619,7.0,6.02
2443,5.0,6.0,0.09209300000000002,7.0,6.05
2444,5.0,6.0,0.09225100000000003,7.0,6.06
2445,5.0,6.0,0.09225100000000003,7.0,6.06
2446,5.0,6.0,0.09225100000000003,7.0,6.06
2447,5.0,6.0,0.09256700000000004,7.0,6.08
2448,5.0,6.0,0.09256700000000004,7.0,6.08
2449,5.0,6.0,0.09272500000000003,7.0,6.09
2450,5.0,6.0,0.09335700000000002,7.0,6.13
2451,5.0,6.0,0.09351500000000003,7.0,6.14
2452,5.0,6.0,0.09383100000000004,7.0,6.16
2453,5.0,6.0,0.09398900000000003,7.0,6.17
2454,5.0,6.0,0.09430500000000003,7.0,6.19
2455,5.0,6.0,0.09477900000000003,7.0,6.22
2456,5.0,6.0,0.09493700000000002,7.0,6.25
2457,5.0,6.0,0.09509500000000004,7.0,6.26
2458,5.0,6.0,0.09525300000000003,7.0,6.27
2459,5.0,6.0,0.09541100000000004,7.0,6.27
2460,5.0,6.0,0.09541100000000004,7.0,6.27
2461,5.01,6.0,0.09564800000000001,7.0,6.28
2462,5.03,6.0,0.09643800000000002,7.0,6.32
2463,5.04,6.0,0.09667500000000004,7.0,6.33
2464,5.05,6.0,0.09707,7.0,6.35
2465,5.06,6.0,0.09730700000000002,7.0,6.36
2466,5.06,6.0,0.09730700000000002,7.0,6.36
2467,5.1,6.0,0.09841300000000004,7.0,6.38
2468,5.1,6.0,0.09841300000000004,7.0,6.38
2469,5.12,6.0,0.09888700000000002,7.0,6.4
2470,5.14,6.0,0.09936100000000003,7.0,6.43
2471,5.14,6.0,0.09936100000000003,7.0,6.43
2472,5.16,6.0,0.09983500000000003,7.0,6.45
2473,5.19,6.0,0.10038800000000002,7.0,6.48
2474,5.19,6.0,0.10038800000000002,7.0,6.48
2475,5.19,6.0,0.10038800000000002,7.0,6.48
2476,5.2,6.0,0.10054600000000002,7.0,6.49
2477,5.23,6.0,0.10102000000000003,7.0,6.52
2478,5.26,6.0,0.10149400000000001,7.0,6.55
2479,5.29,6.0,0.10196800000000003,7.0,6.55
2480,5.32,6.0,0.10244200000000003,7.0,6.58
2481,5.33,6.0,0.10260000000000001,7.0,6.59
2482,5.33,6.0,0.10260000000000001,7.0,6.59
2483,5.35,6.0,0.10291600000000002,7.0,6.61
2484,5.36,6.0,0.10307400000000003,7.0,6.62
2485,5.38,6.0,0.10339000000000002,7.0,6.64
2486,5.38,6.0,0.10339000000000002,7.0,6.64
2487,5.41,6.0,0.10386400000000001,7.0,6.67
2488,5.42,6.0,0.10402200000000002,7.0,6.68
2489,5.46,6.0,0.10465400000000002,7.0,6.73
2490,5.47,6.0,0.10481200000000002,7.0,6.74
2491,5.47,6.0,0.10481200000000002,7.0,6.74
2492,5.47,6.0,0.10481200000000002,7.0,6.74
2493,5.48,6.0,0.10497000000000004,7.0,6.75
2494,5.5,6.0,0.105286,7.0,6.77
2495,5.53,6.0,0.10576000000000002,7.0,6.8
2496,5.56,6.0,0.10623400000000004,7.0,6.83
2497,5.57,6.0,0.10639200000000003,7.0,6.84
2498,5.57,6.0,0.10639200000000003,7.0,6.84
2499,5.58,6.0,0.10655,7.0,6.85
2500,5.58,6.0,0.10655,7.0,6.85
2501,5.63,6.0,0.10726100000000002,7.0,6.88
2502,5.63,6.0,0.10726100000000002,7.0,6.88
2503,5.64,6.0,0.10741900000000001,7.0,6.89
2504,5.65,6.0,0.10749800000000001,7.0,6.89
2505,5.67,6.0,0.10773500000000003,7.0,6.9
2506,5.68,6.0,0.10781400000000002,7.0,6.9
2507,5.69,6.0,0.10797200000000001,7.0,6.91
2508,5.7,6.0,0.10813000000000002,7.0,6.92
2509,5.73,6.0,0.10836700000000002,7.0,6.91
2510,5.74,6.0,0.10844600000000001,7.0,6.91
2511,5.78,6.0,0.10891999999999999,7.02,6.89
2512,5.79,6.0,0.10907800000000002,7.03,6.88
2513,5.82,6.0,0.109473,7.05,6.86
2514,5.82,6.0,0.109473,7.05,6.86
2515,5.85,6.0,0.10986800000000002,7.07,6.84
2516,5.86,6.0,0.11002600000000001,7.08,6.83
2517,5.89,6.0,0.11042100000000002,7.1,6.81
2518,5.89,6.0,0.11042100000000002,7.1,6.81
2519,5.9,6.0,0.110579,7.11,6.8
2520,5.92,6.0,0.11089500000000001,7.13,6.78
2521,5.95,6.0,0.11136900000000001,7.16,6.75
2522,5.96,6.0,0.11168499999999999,7.19,6.73
2523,5.97,6.0,0.111843,7.2,6.72
2524,5.98,6.0,0.11215900000000001,7.23,6.69
2525,5.99,6.0,0.112396,7.25,6.67
2526,5.99,6.0,0.112396,7.25,6.67
2527,5.99,6.0,0.11255400000000002,7.27,6.65
2528,6.0,6.0,0.11287000000000001,7.3,6.65
2529,6.0,6.0,0.11350200000000003,7.35,6.6
2530,6.0,6.0,0.11366000000000001,7.37,6.58
2531,6.0,6.0,0.11389700000000001,7.39,6.56
2532,6.0,6.0,0.11389700000000001,7.39,6.56
2533,6.0,6.0,0.11405500000000003,7.4,6.55
2534,6.0,6.0,0.11437100000000003,7.42,6.53
2535,6.0,6.0,0.11484500000000004,7.45,6.5
2536,6.0,6.0,0.11508200000000005,7.47,6.48
2537,6.0,6.0,0.11524000000000002,7.48,6.5
2538,6.0,6.0,0.11539800000000006,7.49,6.49
2539,6.0,6.0,0.11571400000000005,7.51,6.47
2540,6.0,6.0,0.11571400000000005,7.51,6.47
2541,6.0,6.0,0.11587200000000004,7.52,6.46
2542,6.0,6.0,0.11634600000000006,7.55,6.43
2543,6.0,6.0,0.11666200000000007,7.57,6.41
2544,6.0,6.0,0.11713600000000005,7.6,6.38
2545,6.0,6.0,0.11745200000000004,7.62,6.36
2546,6.0,6.0,0.11761000000000006,7.63,6.35
2547,6.0,6.0,0.11792600000000007,7.65,6.33
2548,6.0,6.0,0.11840000000000005,7.68,6.3
2549,6.0,6.0,0.11871600000000004,7.7,6.28
2550,6.0,6.0,0.11871600000000004,7.7,6.28
2551,6.0,6.0,0.11903200000000005,7.72,6.26
2552,6.0,6.0,0.11934800000000007,7.74,6.24
2553,6.0,6.0,0.11990100000000005,7.77,6.22
2554,6.0,6.0,0.12005900000000004,7.78,6.21
2555,6.0,6.0,0.12053300000000004,7.8,6.21
2556,6.0,6.0,0.12069100000000002,7.81,6.2
2557,6.0,6.0,0.12163900000000001,7.85,6.21
2558,6.0,6.0,0.12187600000000004,7.86,6.21
2559,6.0,6.0,0.12187600000000004,7.86,6.21
2560,6.0,6.0,0.12258700000000003,7.89,6.21
2561,6.0,6.0,0.12306100000000003,7.91,6.21
2562,6.0,6.0,0.12329800000000002,7.92,6.21
2563,6.0,6.0,0.12329800000000002,7.92,6.21
2564,6.0,6.0,0.12377200000000002,7.94,6.22
2565,6.0,6.0,0.12400900000000002,7.95,6.22
2566,6.0,6.0,0.12479900000000001,7.97,6.23
2567,6.0,6.0,0.12479900000000001,7.97,6.23
2568,6.0,6.0,0.12479900000000001,7.97,6.23
2569,6.0,6.0,0.125273,7.97,6.26
2570,6.0,6.0,0.12574700000000003,7.99,6.26
2571,6.0,6.0,0.12590500000000002,7.99,6.27
2572,6.0,6.0,0.126537,7.99,6.31
2573,6.0,6.0,0.12693200000000002,8.0,6.32
2574,6.0,6.0,0.12693200000000002,8.0,6.32
2575,6.0,6.0,0.12709,8.0,6.33
2576,6.0,6.0,0.127801,8.0,6.37
2577,6.0,6.0,0.127801,8.0,6.37
2578,6.0,6.0,0.127801,8.0,6.37
2579,6.0,6.0,0.128117,8.0,6.39
2580,6.0,6.0,0.128354,8.0,6.4
2581,6.0,6.0,0.128907,8.0,6.42
2582,6.0,6.0,0.12953900000000002,8.0,6.45
2583,6.0,6.0,0.129776,8.0,6.46
2584,6.0,6.0,0.130803,8.0,6.51
2585,6.0,6.0,0.130961,8.0,6.52
2586,6.0,6.0,0.130961,8.0,6.52
2587,6.0,6.0,0.131198,8.0,6.53
2588,6.0,6.0,0.13183,8.0,6.56
2589,6.0,6.0,0.13183,8.0,6.56
2590,6.0,6.0,0.13183,8.0,6.56
2591,6.0,6.0,0.132225,8.0,6.58
2592,6.0,6.0,0.132936,8.0,6.62
2593,6.0,6.0,0.133094,8.0,6.63
2594,6.0,6.0,0.133963,8.0,6.68
2595,6.0,6.0,0.134121,8.0,6.69
2596,6.0,6.0,0.134121,8.0,6.69
2597,6.0,6.0,0.134121,8.0,6.69
2598,6.0,6.0,0.13427899999999998,8.0,6.7
2599,6.0,6.0,0.134595,8.0,6.72
2600,6.0,6.0,0.134595,8.0,6.72
2601,6.0,6.0,0.13499,8.0,6.74
2602,6.0,6.0,0.13585900000000004,8.0,6.78
2603,6.0,6.0,0.13585900000000004,8.0,6.78
2604,6.0,6.0,0.13664900000000002,8.0,6.82
2605,6.0,6.0,0.13712300000000005,8.0,6.84
2606,6.0,6.0,0.13728100000000001,8.0,6.85
2607,6.0,6.0,0.13767600000000002,8.0,6.87
2608,6.0,6.0,0.13807100000000003,8.0,6.89
2609,6.0,6.0,0.13807100000000003,8.0,6.89
2610,6.0,6.0,0.13807100000000003,8.0,6.89
2611,6.0,6.0,0.13878200000000004,8.0,6.92
2612,6.0,6.0,0.13965100000000003,8.0,6.95
2613,6.0,6.0,0.140441,8.0,6.97
2614,6.0,6.0,0.14067800000000003,8.0,6.98
2615,6.0,6.0,0.14083600000000002,8.0,6.98
2616,6.0,6.0,0.14099400000000004,8.0,6.98
2617,6.0,6.0,0.14115200000000003,8.0,6.98
2618,6.0,6.0,0.141626,8.0,6.98
2619,6.0,6.0,0.141942,8.0,6.98
2620,6.0,6.0,0.14257399999999998,8.0,6.98
2621,6.0,6.0,0.14257399999999998,8.0,6.98
2622,6.0,6.0,0.142732,8.0,6.98
2623,6.0,6.0,0.14289,8.0,6.98
2624,6.0,6.0,0.143522,8.0,6.99
2625,6.0,6.0,0.143522,8.0,6.99
2626,6.0,6.0,0.14367999999999997,8.0,6.99
2627,6.0,6.0,0.144312,8.0,6.99
2628,6.0,6.0,0.14462799999999998,8.0,6.99
2629,6.0,6.0,0.14478599999999997,8.0,6.99
2630,6.0,6.0,0.14478599999999997,8.0,6.99
2631,6.0,6.0,0.144944,8.0,6.99
2632,6.0,6.0,0.14510199999999998,8.0,6.99
2633,6.0,6.0,0.14526,8.0,6.98
2634,6.0,6.0,0.14557599999999998,8.0,6.98
2635,6.0,6.0,0.14557599999999998,8.0,6.98
2636,6.0,6.0,0.146129,8.0,6.98
2637,6.0,6.0,0.146524,8.0,6.98
2638,6.0,6.0,0.14668199999999998,8.0,6.98
2639,6.0,6.0,0.14691899999999997,8.0,6.99
2640,6.0,6.0,0.14723499999999998,8.0,6.99
2641,6.0,6.0,0.14723499999999998,8.0,6.99
2642,6.0,6.0,0.147393,8.0,6.99
2643,6.0,6.0,0.14747199999999996,8.0,6.99
2644,6.0,6.0,0.147551,8.0,6.99
2645,6.0,6.0,0.14778799999999997,8.0,6.99
2646,6.0,6.0,0.14786699999999997,8.0,6.99
